Date_str,song_parody,transcript,transcript source,vid length (min),video_id,video_type,video_link,2020-01-20,2019-11-22,video_title,2018-01-15,2018-01-29,2018-02-21,2018-03-09,2018-03-17,2018-04-20,2018-05-07,2018-06-08,2018-06-21,2018-07-16,2018-08-21,2018-08-27,2018-09-24,2018-10-15,2018-11-05,2018-12-05,2019-01-14,2019-01-28,2019-02-19,2019-03-06,2019-03-28,2019-04-02,2019-04-29,2019-05-28,2019-07-22,2019-08-29,2019-10-17,,RemovedFromYoutube
"Nov 18, 2010",n,kanyeWestKicksIt.txt,youtube,3:29,icVRIlkn0hk,.mkv,https://www.youtube.com/watch?v=icVRIlkn0hk,"15,588","15,212","""Kanye West Kicks It With Randy Rainbow""","8,586","8,637","8,732","8,778","8,810","8,916","8,958","9,036","9,062","9,135","9,380","9,465","10,046","10,364","10,716","10,928","11,404","11,566","11,778","12,009","12,277","12,322","12,525","12,717","13,215","13,849","14,865",,
"Oct 25, 2010",n,randyRainbowStars.txt,youtube,4:34,YNOzRXKzEfk,.mkv,https://www.youtube.com/watch?v=YNOzRXKzEfk,"18,276","17,806","""Randy Rainbow Stars In a Show!""","9,581","9,637","9,725","9,782","9,817","9,946","9,996","10,065","10,116","10,230","10,605","10,719","11,351","11,722","12,091","12,413","12,973","13,159","13,490","13,710","14,028","14,066","14,291","14,466","15,093","16,021","17,415",,
"Oct 3, 2010",n,rachelZoeHiresRandy.txt,youtube,4:55,h3qu6KgoORo,.mkv,https://www.youtube.com/watch?v=h3qu6KgoORo,"17,345","16,950","""Rachel Zoe Hires Randy Rainbow!""","11,046","11,080","11,141","11,189","11,207","11,288","11,320","11,377","11,403","11,449","11,652","11,710","12,073","12,360","12,630","12,841","13,296","13,440","13,688","13,899","14,161","14,199","14,381","14,539","14,990","15,586","16,544",,
"Sep 13, 2010",n,randyRainbowGettingMarried.txt,youtube,5:57,3jkRjULDoFk,.webm,https://www.youtube.com/watch?v=3jkRjULDoFk,"57,329","55,360","""Randy Rainbow Getting Married?""","30,146","30,323","30,634","30,864","30,963","31,303","31,401","31,611","31,702","32,149","33,116","33,574","36,237","37,258","38,073","38,717","39,979","40,348","41,215","42,007","43,372","43,523","44,102","44,556","46,603","50,676","53,909",,
"Aug 30, 2010",n,lindsayLohanGetsCallFromRandy.txt,youtube,4:18,b3bP3t4u8rg,.mkv,https://www.youtube.com/watch?v=b3bP3t4u8rg,"53,113","52,645","""Lindsay Lohan Gets a Call from Randy Rainbow""","45,427","45,522","45,668","45,756","45,811","45,985","46,038","46,162","46,199","46,290","46,753","46,854","47,477","47,825","48,160","48,387","48,813","48,988","49,264","49,490","49,788","49,827","50,008","50,191","50,712","51,209","52,274",,
"Aug 19, 2010",n,drLauraGetsCallFromRandy.txt,youtube,3:04,h7TQRPqK6ig,.mkv,https://www.youtube.com/watch?v=h7TQRPqK6ig,"35,161","34,447","""Dr. Laura Gets a Call from Randy Rainbow""","22,833","22,927","23,143","23,263","23,345","23,626","23,717","23,921","23,995","24,150","24,664","24,796","25,782","26,319","26,742","27,090","27,783","28,053","28,599","28,999","29,498","29,574","29,898","30,181","30,974","31,909","33,840",,
"Aug 1, 2010",n,chelseaClintonWedding.txt,youtube,3:23,m1ifaaeii3k,.mkv,https://www.youtube.com/watch?v=m1ifaaeii3k,"56,368","55,765","""Chelsea Clinton's Wedding: The Morning After""","45,815","45,895","46,083","46,369","46,400","46,539","46,589","46,696","46,731","46,928","47,483","47,602","48,465","48,973","49,355","49,642","50,167","50,339","50,775","51,135","51,581","51,643","51,909","52,104","52,726","53,598","55,189",,
"May 27, 2010",n,none,none,1:24,EW3CCkdhTic,.mkv,https://www.youtube.com/watch?v=EW3CCkdhTic,"7,312","6,463","""American Idol Reaction""","4,051","4,063","4,092","4,102","4,113","4,139","4,155","4,181","4,190","4,212","4,290","4,301","4,374","4,420","4,507","4,573","4,697","4,765","4,859","4,936","5,011","5,028","5,082","5,143","5,325","5,512","6,026",,
"May 2, 2010",n,previouslyOn.txt,youtube,3:01,iOapmFuX6uc,.mkv,https://www.youtube.com/watch?v=iOapmFuX6uc,"8,562","8,283","""Previously On""","3,915","3,960","4,047","4,114","4,133","4,231","4,273","4,333","4,352","4,389","4,541","4,584","4,831","4,971","5,136","5,243","5,471","5,594","5,769","5,892","6,052","6,075","6,229","6,361","6,723","7,306","7,984",,
"Jan 3, 2010",n,visionBoard.txt,youtube,7:05,vu_5dOXzmN8,.webm,https://www.youtube.com/watch?v=vu_5dOXzmN8,"21,175","20,249","""Randy Rainbow's Vision Board""","9,090","9,291","9,673","9,913","10,058","10,416","10,531","10,808","10,928","11,155","11,829","11,932","12,725","13,114","13,556","13,919","14,512","14,707","15,096","15,396","15,844","15,918","16,207","16,511","17,346","18,160","19,600",,
"Nov 22, 2009",n,chadKimballInterview.txt,youtube,9:59,sCBzx1Nc2Rc,.mkv,https://www.youtube.com/watch?v=sCBzx1Nc2Rc,"8,739","8,554","""Chad Kimball of the Broadway Show Memphis Interviewed""","5,895","5,921","5,987","6,028","6,043","6,114","6,137","6,205","6,232","6,263","6,356","6,369","6,505","6,603","6,725","6,833","6,978","7,060","7,180","7,292","7,367","7,381","7,461","7,530","7,736","7,996","8,370",,
"May 4, 2009",n,mirandaVoiceLessons.txt,youtube,7:14,GWko3MBcGHg,.mkv,https://www.youtube.com/watch?v=GWko3MBcGHg,"35,455","34,876","""Miranda Gives Voice Lessons to Randy Rainbow""","23,480","23,731","24,240","24,501","24,633","25,070","25,169","25,513","25,647","25,876","26,622","26,766","27,581","27,959","28,388","28,734","29,320","29,541","30,044","30,354","30,729","30,792","31,059","31,334","32,306","33,205","34,357",,
