Date Mailed,Date reported recieved,lat,lon,City,State,Zipcode ,Country,GlobalRegion,Distance From SF,USPS Sectional Center,State_2,SC_lat,SC_lon,Notes,Date Return Env Sent,Date Return Env Arrives,StickerChoice
12/10/2020,,46.0038,-112.5348,Butte,MT,59701,US,NorthAmerica,840,Great Falls,MT,47.5048851,-111.2918908,,,,Surprise Me
12/10/2020,12/16/2020,46.8721,-113.9940,Missoula,MT,59802,US,NorthAmerica,760,Missoula,MT,46.8701049,-113.9952672,,,,Surprise Me
12/10/2020,12/15/2020,47.9129,-122.0982,Snohomish,WA,98296,US,NorthAmerica,700,Seattle,WA,47.5069174,-122.2969524,,,,Surprise Me
12/10/2020,12/16/2020,39.9945,-83.0624,Upper Arlington,OH,43221,US,NorthAmerica,2104,Columbus,OH,39.9622601,-83.0007065,,,,Red Floral
12/10/2020,12/15/2020,42.2798,-71.1627,West Roxbury,MA,02132,US,NorthAmerica,2688,Boston,MA,42.3508036,-71.0536732,,,,Map
12/10/2020,,41.2565,-95.9345,Omaha,NE,68114,US,NorthAmerica,1426,Omaha,NE,41.2587459,-95.9383758,,,,Blue Floral Transparent!
12/10/2020,12/14/2020,41.2565,-95.9345,Omaha,NE,68127,US,NorthAmerica,1426,Omaha,NE,41.2587459,-95.9383758,,,,Boxes
12/10/2020,12/12/2020,38.5449,-121.7405,Davis,CA,95618,US,NorthAmerica,63,Sacramento,CA,38.5723865,-121.568224,,,,Surprise Me
12/10/2020,12/12/2020,37.6688,-122.0810,Hayward,CA,94541,US,NorthAmerica,19,Oakland,CA,37.806449,-122.299967,,,,Surprise Me
12/15/2020,12/24/2020,64.7511,-147.3494,North Pole,Alaska,99705,US,NorthAmerica,2121,Anchorage,AK,61.2163129,-149.8948523,,,,Surprise Me
12/15/2020,12/21/2020,34.1517,-118.5214,Encino,CA,91316,US,NorthAmerica,332,Santa Clarita,CA,34.427245,-118.637359,, ,,Surprise Me
12/15/2020,12/17/2020,37.9746,-122.5616,San Anselmo,CA,94960,US,NorthAmerica,15,San Francisco,CA,37.7790262,-122.4199061,,,,Map
12/15/2020,12/21/2020,39.9612,-82.9988,Columbus,OH,43203,US,NorthAmerica,2108,Columbus,OH,39.9622601,-83.0007065,,,,Orange Floral
12/15/2020,,-33.9087,151.1524,Marrickville,NSW,2204,Australia,EastAsia,7428,,,,,,,,Surprise Me
